competence,category,IPCC,BaseYear,1990,1995,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
WG,Transport,1A3a_Domestic_aviation,8.61,8.61,7.58,10.00,11.44,12.95,14.53,11.62,22.82,22.02,22.25,24.58,24.81,25.41,21.10,16.17,15.43,12.77,11.01,9.43,8.12
WG,Transport,1A3bi_Cars,3688.80,3688.80,3717.02,3830.35,3893.79,3870.25,3865.43,3993.44,3963.52,4025.28,4002.98,4027.20,4056.47,3943.08,3794.53,3667.53,3621.97,3600.99,3557.71,3604.85,3662.08
WG,Transport,1A3bii_Light_duty_trucks,616.61,616.61,690.85,768.66,771.49,771.42,770.44,790.87,813.94,839.19,863.82,884.22,912.80,877.89,869.59,897.20,899.93,906.36,920.72,960.12,1007.23
WG,Transport,1A3biii_Heavy_duty_trucks_and_buses,1231.33,1231.33,1169.91,1186.33,1121.47,1066.82,1043.79,1054.62,1045.59,1056.24,1077.86,1078.35,1106.76,1026.93,949.93,964.48,915.56,909.07,917.86,927.87,932.03
WG,Transport,1A3biv_Motorcycles,32.33,32.33,22.68,25.49,28.32,29.20,29.37,31.02,32.77,30.49,32.20,29.95,31.77,30.18,29.17,25.26,25.67,25.23,24.02,25.21,25.45
WG,Transport,1A3bv_Other_road_transport,0.00,0.00,0.00,0.91,1.83,5.03,12.64,20.33,24.52,26.21,28.24,29.53,27.63,28.60,24.38,24.02,21.98,20.63,14.83,20.40,19.35
WG,Transport,1A3c_Railways,65.68,65.68,66.27,75.71,75.54,76.26,79.19,77.65,78.62,82.10,84.73,87.09,95.60,95.15,94.37,94.48,93.32,96.35,96.05,97.28,91.12
WG,Transport,1A3d_Domestic_navigation,196.92,196.92,212.46,207.16,211.66,201.53,188.49,192.23,192.39,211.67,213.20,198.07,196.42,196.33,200.19,207.70,218.23,183.76,184.88,178.18,197.52
WG,Transport,1A3eii_Other_Transportation,1.72,1.72,2.99,3.41,3.47,4.04,4.46,3.94,4.60,5.15,4.55,4.88,5.20,5.30,4.75,4.09,3.90,3.46,3.56,3.72,3.93
WG,Transport,1A4ai_Commercial/Institutional,3.53,3.53,3.19,2.95,2.95,2.95,2.95,2.95,2.95,2.95,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
WG,Transport,1A4ciii_Fishing,10.86,10.86,11.48,16.20,14.70,13.94,12.82,11.73,12.26,13.14,12.93,16.18,18.25,33.78,23.55,34.38,21.00,19.67,15.02,16.28,16.76
WG,Transport,1A5b_Other:Mobile,225.14,225.14,163.70,115.68,113.42,104.83,102.57,107.74,113.54,112.86,104.36,127.58,136.21,114.53,105.19,100.38,97.07,89.04,80.29,68.83,67.72
WG,Transport,2D1_Lubricant_Use,12.36,12.36,12.78,11.80,11.81,11.43,11.50,11.67,12.51,12.29,11.76,11.97,11.95,11.23,11.16,11.32,11.19,10.67,10.84,11.29,11.15
WG,Transport,2D3_Non-energy_products_from_fuels_and_solvent_use:Other,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.20,0.38,0.49,0.65,0.78,0.96,1.10,1.19,1.31
WG,Waste Management,5A1a_Managed_Waste_Disposal_sites_anaerobic,3094.50,3094.50,3241.58,3266.75,3142.83,3016.65,2956.78,2886.28,2686.38,2460.07,2326.61,2220.59,2090.55,1849.76,1635.59,1418.77,1288.84,1142.29,919.52,749.89,665.59
WG,Waste Management,5B1a_composting_municipal_solid_waste,0.00,0.00,1.20,5.74,7.06,8.75,14.05,15.44,16.95,22.88,29.58,35.37,42.06,41.25,47.75,56.07,62.89,62.97,64.79,71.10,72.67
WG,Waste Management,5B2a_Anaerobic_digestion_municipal_solid_waste,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.06,0.08,0.12,0.14,0.17,0.20,0.32,0.54,1.18,1.79,2.42,3.61,5.10,6.47
WG,Waste Management,5C1.1b_Biogenic:Sewage_sludge,0.93,0.93,1.01,2.28,2.32,2.37,2.42,2.48,2.53,2.59,2.63,2.68,2.61,2.33,2.41,2.78,2.69,2.51,2.44,2.21,2.18
WG,Waste Management,5C1.2a_Non-biogenic:municipal_solid_waste,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
WG,Waste Management,5C1.2b_Non-biogenic:Clinical_waste,14.79,14.79,11.36,9.89,10.11,10.35,10.57,10.82,9.27,7.72,6.13,4.56,4.92,5.01,5.30,5.19,4.61,4.61,4.67,4.33,4.16
WG,Waste Management,5C1.2b_Non-biogenic:Other_Chemical_waste,43.42,43.42,43.22,23.63,24.84,27.87,25.91,9.72,10.73,10.69,2.75,1.89,2.29,1.96,1.77,1.73,1.75,1.66,1.47,1.46,1.43
WG,Waste Management,5D1_Domestic_wastewater_treatment,120.15,120.15,119.80,134.72,137.17,143.47,101.37,100.98,105.54,107.10,108.87,109.18,110.06,109.99,109.85,105.36,96.50,91.68,89.72,89.83,88.52
WG,Waste Management,5D2_Industrial_wastewater_treatment,93.86,93.86,92.56,118.30,127.18,138.27,130.73,138.36,140.79,134.11,136.00,140.91,142.43,140.35,130.75,125.61,102.09,95.70,95.56,99.03,103.99
